title,abstract
Electrodes for nitric oxide generation,"Systems and methods for nitric oxide (NO) generation systems are provided. In some embodiments, an NO generation system comprises at least one pair of electrodes configured to generate a product gas containing NO from a flow of a reactant gas. The electrodes have elongated surfaces such that a plasma produced is carried by the flow of the reactant gas and glides along the elongated surfaces from a first end towards a second end of the electrode pair. A controller is configured to regulate the amount of NO in the product gas by the at least one pair of electrodes using one or more parameters as an input to the controller. The one or more parameters include information from a plurality of sensors configured to collect information relating to at least one of the reactant gas, the product gas, and a medical gas into which the product gas flows."
Ambulatory medical device with therapy data sharing via wireless wide area network,"Systems and methods presented herein relate to a method of sharing therapy data of an ambulatory medical device with a computing system of a networked computing environment. The computing system may be identified using an authorized system list that includes an address of approved computing systems. Using an address of an approved computing system, a direct end-to-end data connection may be established via a wireless wide area network. A public key of the computing system may be received permitting the ambulatory medical device to encrypt data to be transmitted to the computing system. The ambulatory medical device can transmit the encrypted therapy data to the computing system over the direct end-to-end data connection."
RPGR gene therapy for retinitis pigmentosa,"Methods for treating a human subject who has X-linked Retinitis Pigmentosa (XLRP) or another clinically-defined ophthalmological condition due to a loss-of-function mutation in the gene encoding the retinitis pigmentosa GTPase regulator (RPGR) protein, the method comprising administering to the subject a nucleic acid comprising an adeno-associated viral vector comprising an abbreviated human RPGR cDNA."
Methods and compositions for identifying and treating subjects at risk for checkpoint blockade therapy associated colitis,"The present invention relates to methods and compositions for identifying subjects treated with or considered for treatment with checkpoint blockade therapeutic agents that are at higher or lower risk for developing checkpoint therapy associated colitis, by analyzing the intestinal microbiome of those subjects. It is based, at least in part, on the discovery that the abundance of certain intestinal microbiota of the phyla Bacteroidetes, including the bacteria in the families Bacteroidaceae, Rikenellaceae, and Barnesisllaceae, and/or an increase or decrease in microbial genetic pathways involved in polyamine transport and/or B vitamin biosynthesis (e.g., (riboflavin (B2), pantothenate (B5) and thiamine (B1)) are associated with the likelihood of developing checkpoint therapy associated colitis."
Arginine-rich polypeptide compositions and methods of using same,"An arginine-rich polypeptide composition includes an arginine-rich polypeptide and a pharmaceutically acceptable carrier. Generally, the arginine-rich polypeptide has at least nine arginine residues that represent at least 10% of the amino acid residues in the polypeptide. The arginine-rich polypeptide may be used in a method of inhibiting a human papilloma virus (HPV) from binding to a cell, a method of inhibiting intracellular processing of human papilloma virus (HPV) by a cell, or a method of treating a subject having, or at risk of having, a human papilloma virus (HPV) infection."
Compositions and methods for regulating activity of inhibitor of DNA binding-2 (ID2) protein and for treating ID protein-related diseases,"The present disclosure provides, in one embodiment, a method of treating or preventing an ID2 protein-related disease in a patient at risk of developing or having such a disease by administering to the patient a composition in an amount and for a time sufficient to increase degradation of HIFα in a cell affected by the ID2 protein-related disease in the patent and/or to decrease half-life of HIFα in the cell affected by the ID2 protein-related disease in the patient, as compared to an untreated cell affected by the ID2 protein-related disease."
"Synthesis of small molecule histone deacetylase 6 degraders, compounds formed thereby, and pharmaceutical compositions containing them","Histone deacetylase (“HDAC”)-selective inhibitors covalently bonded to a linker covalently bonded to an E3 ubiquitin ligase ligand, and salts thereof; pharmaceutical compositions containing them; methods of using the composition to inhibit neoplastic cell growth in mammals, including humans."
Apparatus and method for implanting an arteriovenous graft,"An apparatus is provided for subcutaneous implantation in a patient using a tunneling instrument. The implantation apparatus comprises a vascular graft and a connector adapted to couple a distal end of the tunneling instrument and a proximal end of the graft. The connector comprises a tip, a first end of the tip configured to be received within the proximal end of the graft, a clip for securing the graft to the tip, and a coupler for a rotatable connection of the tip to the tunneling instrument such that the tip is rotatable about its longitudinal axis relative to the coupler to facilitate attachment of the graft to the tunneling instrument. The implantation apparatus may further comprise a removable sheath configured to substantially cover the length of the graft."
Systems and methods for imaging a sample,"A method for imaging a sample, wherein the sample changes a polarization state of light as a function of position, wherein the method includes changing a polarization state of a purely polarized light of an incident light striking a micro-retarder array, thereby inducing a changed polarization state of the polarization state. The micro-retarder array is placed in a rear conjugate focal plane of a microscope. The method additionally includes projecting the changed polarization state of the polarization state into an object plane of the microscope containing the sample."
Multi-Z confocal imaging system,"A Multi-Z confocal microscopy system can simultaneously record from multiple Z-sections, and thus performs high speed volumetric imaging. An illumination line can be formed by under-filling the illumination beam in the aperture of the microscope objective. The illumination line extends in the Z dimension into the target sample to be imaged and an X-Y scanning mechanism can be used to scan the illumination line over the sample. The detection signal emanating from the scanned sample can be collected through the full numerical aperture of the microscope objective and directed to a detector subsystem. The detector subsystem includes an array of reflecting pinhole detectors and each reflecting pinhole detector is configured to image a volume at a different depth in the sample. This configuration enables reflecting pinhole detector array to image more than one depth volume at the same time."
Compositions comprising G protein-coupled receptors maintained in a conformationally selective manner by a modulator,"Provided herein are several methods for selecting agents that bind to transmembrane receptors in a conformationally-selective way. In some embodiments, the method may comprise producing: a transmembrane receptor in an active conformation; and said transmembrane receptor in an inactive conformation and using cell sorting to select, from a population of cells comprising a library of cell surface-tethered extracellular capture agents, cells that are specifically bound to either the transmembrane receptor in its active conformation or the transmembrane receptor in its inactive conformation, but not both. In other embodiments, the method may comprise: contacting a GPCR with a population of cells that comprise a library of surface-tethered extracellular proteins; labeling the cell population with a conformationally-specific binding agent, e.g., a G-protein or mimetic thereof; and using cell sorting to select from the cell population cells that bind to the agent."
Urine biomarkers for detecting graft rejection,"Provided herein are compositions, systems, kits, and methods for detecting rejection, or an elevated risk of rejection, of an organ or tissue graft (e.g., kidney graft) in a subject by detecting one, or a panel of, RNA markers in a urine sample from the subject. In certain embodiments, kidney graft injury is detected by measuring one or more of the RNA markers disclosed herein. In some embodiments, the one or more markers are employed to distinguish between acute graft rejection and BK virus nephropathy."
Method for predicting a subject's response to valproic acid therapy,"The present invention provides, inter alia, methods for treating or ameliorating the effects of a disorder, such as schizophrenia or bipolar disorder, by increasing or decreasing proline levels. Further provided are methods of predicting and monitoring the clinical response in a patient, and diagnostic systems for identifying a patient likely to benefit from proline modulation."
Chimeric antigen receptors for phagocytosis,"The present disclosure generally relate to chimeric antigen receptors (CARs) that bind an engulfment receptor expressed on the surface of a phagocytic cell and activate the endogenous phagocytic signaling pathway. Also disclosed are compositions and methods useful for producing such CARs, nucleic acids encoding same, phagocytic cells that have been modified to include a targeted effector activity directed towards a cell of interest such as, e.g., a cancer cell, as well as for modifying a cell and/or for the treatment of various health disorders such as cancer, including solid tumor and hematologic malignancy."
Universal immune receptor expressed by T cells for the targeting of diverse and multiple antigens,"The invention provides compositions and methods for adoptive T cell therapy in treating a variety of disorders including cancer, infections, and autoimmune disorders. In one embodiment, the invention provides a universal immune receptor (UnivIR) that comprises an extracellular label binding domain, a transmembrane domain, and a cytoplasmic domain or otherwise an intracellular domain."
Cationic mucic acid polymer-based delivery systems,"The present disclosure is directed to nanoparticle delivery systems for delivering biological agents, pharmaceutical compositions of comprising these nanoparticles, and methods of using these compositions. Certain embodiments of the present disclosure provide nanoparticles comprising polymers comprising alternating charged and uncharged segments comprising one or more of the following structural units of Formula (I) Formula (III): wherein A is an uncharged segment comprising polyalkylene glycol; and B is a cationically charged segment comprising at least one polyhydroxy linkage."
Human alpha fetoprotein-specific murine T cell receptors and uses thereof,T cell receptors that specifically recognize hAFP158 and methods of their use are provided.
Decreased adhesivity receptor-targeted nanoparticles for Fn14-positive tumors,"Metastatic triple negative breast cancer (TNBC) still carries a dismal prognosis with the current treatment paradigms. The effectiveness of drug treatment for many solid tumors such as TNBC is limited by tumor heterogeneity, lack of tumor specificity, off-target toxicities, and transient therapeutic action(s). Strategies that provide tumor-specific, sustained concentrations of drugs to the tumors and tumor receptor-specific binding, while reducing off-target effects are needed to ensure sufficient tumor cell uptake within the primary and metastatic tumor microenvironment. The decreased non-specific adhesivity, receptor-targeted nanoparticle formulations (“DART” nanoparticles) of the invention were assessed for clinical potential in directing biological agents to the cell surface receptor Fn14, which is expressed in many solid cancer types, including TNBC primary tumors and metastatic lesions. They are contemplated for use against solid tumors, particularly brain tumors such as glioblastoma and breast cancer, including metastatic breast cancer."
Substituted quinazolines as matrix metalloproteinase-9 hemopexin domain inhibitors,"A compound of Formula I: wherein: Y is —C(O)NHR1 or —NHC(O)R1; R1 is aryl;  is  optionally substituted with one or more substituents selected from the group consisting of oxo, F, Cl, Br, I, alkyl, NH2, NHR4, NHC(O)R4, NHC(O)OR4, NR5R6, OH, OR4, SR4, cycloalkyl and aryl; or  is  optionally substituted with one or more substituents selected from the group consisting of F, Cl, Br, I, CN, NO2, alkyl, C(O)R4, C(O)NHR4, C(O)NR5R6, C(O)OH, C(O)OR4, NH2, NHR4, NHC(O)OR4, NR5R6, OH, OR4, SR4, cycloalkyl and aryl; each R4 is independently alkyl, cycloalkyl, or aryl; each R5 is independently alkyl, cycloalkyl, or aryl; each R6 is independently alkyl, cycloalkyl, or aryl; or each R5 and R6, together with the nitrogen atom to which they are attached, independently form an unsubstituted heterocyclic alkyl or unsubstituted heterocyclic aryl; and X is —S— or —O—; and n is 2, 3, or 4."
Compositions and methods for enhancing the biological response to chemical agents and physical stimuli,"The present invention relates to compositions and methods configured to deliver a stimulus (e.g., a therapeutic agent or a therapeutically beneficial signal) to a cell, tissue, organ, or organism. The stimulus is applied at least twice, and the first and second applications are separated by a rest period in which no further stimulus is actively applied. The rest period is of a duration (e.g., about 1-6 hours) sufficient to provoke an enhanced response to the second stimulus."
Heteroaromatic compounds useful for the treatment of proliferative diseases,"The present invention provides novel compounds of Formula (I), and pharmaceutically acceptable salts, solvates, hydrates, tautomers, stereoisomers, isotopically labeled derivatives, and compositions thereof. Also provided are methods and kits involving the compounds or compositions for treating or preventing proliferative diseases (e.g., cancers (e.g., leukemia, melanoma, multiple myeloma), benign neoplasms, angiogenesis, inflammatory diseases, autoinflammatory diseases, and autoimmune diseases) in a subject. Treatment of a subject with a proliferative disease using a compound or composition of the invention may inhibit the aberrant activity of a kinase, such as a cyclin-dependent kinase (CDK) (e.g., cyclin-dependent kinase 7 (CDK7)), and therefore, induce cellular apoptosis and/or inhibit transcription in the subject."
Methods and compositions relating to genotoxin colibactin,"The technology described herein is directed to compounds which are substrates for ClbP, acting as fluorescent probes for ClbP activity. Further provided herein are methods for measuring ClbP activity, screening for ClbP inhibitors, detecting colibactin, and/or diagnosing cancer, which utilize the substrate compounds."
"Method of and a mold for the manufacture, making and/or production of a multi-component implant, device, construct or material","An improved new method of making a multi-component implant comprising a solid hydrogel, a porous hydrogel, and a porous rigid base suitable for implantation into a mammal, to treat, repair or replace defects and/or injury biological tissue as well as the implant made from the improved method. The invention also includes an improved method for making devices, constructs, and materials comprising a hydrogel and a porous rigid material. The invention also includes a mold and kits for performing the methods."
Intrathecal delivery of recombinant adeno-associated virus 9,"The present invention relates to Adeno-associated virus type 9 methods and materials useful for intrathecal delivery of polynucleotides. Use of the methods and materials is indicated, for example, for treatment of lower motor neuron diseases such as SMA and ALS as well as Pompe disease and lysosomal storage disorders. It is disclosed that administration of a non-ionic, low-osmolar contrast agent, together with a rAAV9 vector for the expression of Survival Motor Neuron protein, improves the survival of SMN mutant mice as compared to the administration of the expression vector alone."
Benzimidazoles that enhance the activity of oligonucleotides,"This disclosure is directed to methods, compounds and compositions for delivering nucleic acids to a cell of interest. In particular, it provides salts that are particularly effective in delivering nucleic acids to cells in the lung for disorders such as cystic fibrosis (CF)."
Electrically tunable ionic liquid optics,"The disclosure relates to electrically tunable optical cells including ionic liquids. The optical cell includes opposing substrates defining an internal cell volume containing the ionic liquid. The optical cell further includes an electrically conductive layer or film on at least one substrate, where the electrically conductive layer is adapted to receive a voltage differential and induced current therethrough. The resulting current through the electrically conductive layer induces a charge density gradient in the neighboring ionic liquid. The refractive index of the ionic liquid in the optical cell can be controlled by adjusting the charge density gradient in the ionic liquid. At least some of the components of the optical cell can be formed from transparent materials, thus providing transmissive or reflective optical cells."
Sparse approximate encoding of Wave-CAIPI: preconditioner and noise reduction,"Described here are systems and methods for producing images of a subject using magnetic resonance imaging (“MRI”) in which data are acquired using a sparse approximate encoding scheme for controlled aliasing techniques. As one example, the sparse approximate encoding can be used for a Wave-CAIPI encoding scheme, which can enable faster image reconstruction using fewer computational resources, in addition to reducing noise in the reconstructed images relative to those reconstructed from data acquired using a Wave-CAIPI encoding scheme without sparse approximate encoding."
Differential diagnosis of liver disease,"The disclosure relates to the substantially non-invasive diagnosis of liver disease, especially to enable intervention in the progression of such disease at an early stage. This invention further relates to the use of plasma biomarkers to differentiate nonalcoholic steatohepatitis (NASH) from nonalcoholic fatty liver (NAFL) and non-nonalcoholic fatty liver disease (NAFLD), and normal controls. Specifically, the invention relates to the use of free eicosanoids and other polyunsaturated fatty acid (PUFA) metabolite levels in plasma to differentiate NASH from NAFL and non-NAFLD normal controls."
Deterministic stepping of polymers through a nanopore,"In a method p for controlling translocation of a target polymer molecule through a nanopore, a clamp is reversibly bound to a sequential plurality of polymer subunits along the target polymer molecule length and the molecule and clamp are disposed in an ionic solution that is in fluidic communication with the nanopore. A constant translocation force is applied across the nanopore to induce travel of the target polymer molecule into the nanopore, until the clamp abuts the nanopore aperture and stops further travel of the target polymer molecule into the nanopore. Then a voltage control pulse is applied across the nanopore and/or a thermal control pulse is applied at the nanopore, with a pulse duration that steps the clamp along the target polymer molecule by no more than one polymer subunit in a direction opposite that of travel into the nanopore. No fuel is provided to the clamp."
Use and treatment of di-amino acid repeat-containing proteins associated with ALS,Disclosed herein are methods and compositions for identifying and/or treating subjects having or likely to have amyotrophic lateral sclerosis (ALS) or frontotemporal dementia (FTD). Antibodies specific for one or more di-amino acid repeat-containing proteins are also provided herein.
Single cell nucleic acid detection and analysis,Methods and compositions for digital profiling of nucleic acid sequences present in a sample are provided.
Treatment of tumors with miRNA targeting CDK4/CDK6,"The present disclosure provides miRNA mimics targeting CDK4 and/or CDK6, and compositions comprising the same. Methods for the treatment of tumors, including but not limited to colon cancer, comprising administering a modified oligonucleotide comprising a miRNA are also disclosed herein."
Nucleic acid sequence and capture by formation of an abasic site-derived cross-link,"Disclosed herein is a method of covalently crosslinking DNA strands. In certain aspects, the method comprises incubating a hybridized, double-stranded DNA polynucleotide (dsDNA), comprising a probe strand that comprises an abasic (Ap) residue and an at least partially complementary target strand that comprises a 2′-deoxyadenosine (dA) residue, wherein incubation occurs under conditions that allow for a covalent crosslinking reaction to occur between the Ap residue in the probe strand and the dA residue in the target strand."
Engineered antibodies for the detection of phosphorylated tyrosine,"Presented herein are novel phosphotyrosine binding compositions, including antibodies and antibody fragments. The inventors of the present disclosure have resolved the crystal structures of two widely utilized pan-specific pY antibodies, PY20 and 4G10. These two known antibodies, although developed independently from animal immunizations, have surprisingly similar modes of recognition of the phosphate group, and revealed a generic binding structure among pan-specific pY antibodies. Based on this newly discovered convergent structure, engineered CDR-L3 loops were developed that impart greatly improved affinity to pY binding antibodies and other pY binding compositions. The inventions disclosed herein include antibodies and antibody fragments bearing these novel CDR-L3 sequences and methods of using such pY binding compositions for the detection of phosphotyrosine-bearing proteins."
Inhibitors of CACNA1A/ALPHA1A subunit internal ribosomal entry site (IRES) and methods of treating spinocerebellar ataxia type 6,"The invention provides methods of treating polyglutamine diseases, e.g., spinocerebellar ataxia Type 6, in a subject, comprising administering to the subject an IRES inhibitor in an amount effective for treating the SCA6 in the subject. Also provided herein are the IRES inhibitors, and pharmaceutical compositions comprising the same."
In vivo detection of phospholipase activation,"The present invention is directed to a phospholipid-based NIR molecular beacon, having a phospholipid moiety; with an NIR fluorophore moiety covalently linked to a phospholipid glycerol backbone and a quencher moiety covalently linked to the phospholipid glycerol backbone. Additionally, provided herein is methods of analyzing a sample for the presence of a phospholipase and methods of identifying the activity of a phospholipase in vivo utilizing phospholipid-based NIR molecular beacon."
Therapeutic nuclease compositions and methods,"Hybrid nuclease molecules and methods for treating an immune-related disease or disorder in a mammal, and a pharmaceutical composition for treating an immune-related disease in a mammal."
Sphinogosine-1 -phosphate receptor modulators for treatment of cardiopulmonary disorders,"The invention provides compounds effective as sphingosine-1-phosphate receptor modulators for treatment of cardiopulmonary diseases, such as hypertension (including malignant hypertension), angina, myocardial infarction, cardiac arrhythmias, congestive heart failure, coronary heart disease, atherosclerosis, angina pectoris, dysrhythmias, cardiomyothopy (including hypertropic cardiomyothopy), heart failure, cardiac arrest, bronchitis, asthma, chronic obstructive pulmonary disease, cystic fibrosis, croup, emphysema, pleurisy, pulmonary fibrosis, pneumonia, pulmonary embolus, pulmonary hypertension, mesothelioma, ventricular conduction abnormalities, complete heart block, adult respiratory distress syndrome, sepsis syndrome, idiopathic pulmonary fibrosis, scleroderma, systemic sclerosis, retroperitoneal fibrosis, prevention of keloid formation, or cirrhosis."
Agonists of the mu opioid receptor,"The present technology is directed to compounds, compositions, and methods related to non-morphinan-like mu opioid receptor agonists of Formula I. Compounds of the present technology demonstrate remarkable potency and selectivity for the mu opioid receptor, while also exhibiting a significant reduction (or, essentially, absence) of the negative side effects of many morphine-derived compounds."
Systems and methods for delivering radiotherapy,"A radiotherapy system and method for delivering radiotherapy are provided. In some aspects, the radiotherapy system includes beam director comprising a radiation source configured to generate radiation for irradiating a patient, the beam director having at least four degrees of freedom of movement. The radiotherapy system also includes a controller configured to operate the beam director to irradiate the patient in accordance with a radiation treatment plan, wherein the radiation treatment plan is generated based on a solution space determined by the at least four degrees of freedom of movement of the beam director."
Compositions and methods for administration of an enzyme to a subject's airway,"Methods and composition for delivery of enzymes to a subject's airway. In some aspects, nebulized composition of enzymes, such as plasminogen activators are provided. In further aspects perfluorocarbon compositions comprising enzymes, such as plasminogen activators are provided. Compositions may, in some aspects, be used for the treatment of lung infections or acute lung injury, such as inhalational smoke induced acute lung injury (ISALI)."
Selective inhibition of V1b for treating fatty liver,Disclosed herein are methods and compositions for treating nonalcoholic fatty liver disease. Specifically exemplified herein is administration of compositions comprising a V1b inhibitor or V1a agonist or V1a stabilizer.
Human-enzyme mediated depletion of homocysteine for treating patients with hyperhomocysteinemia and homocystinuria,"Methods and compositions relating to the engineering of an improved protein with homocyst(e)inase enzyme activity are described. For example, there are disclosed modified cystathionine-γ-lyase (CGL) enzymes comprising one or more amino acid substitutions and capable of degrading homocyst(e)ine. Furthermore, provided are compositions and methods for the treatment of homocystinuria or hyperhomocysteinemia with homocyst(e)ine depletion using the disclosed enzymes or nucleic acids."
Reagents and methods for treating bacterial infection,Disclosed herein are α-sheet peptides and their use for treating a bacterial infection and/or limiting bacterial biofilm formation.
Treatment of pain using electrical nerve conduction block,"Described herein are systems and methods for the treatment of pain using electrical nerve conduction block (ENCB). Contrary to other methods of pain treatment, the ENCB can establish a direct block of neural activity, thereby eliminating the pain. Additionally, the ENCB can be administered without causing electrochemical damage. An example method can include: placing at least one electrode contact in electrical communication with a region of a subject's spinal cord; applying an electrical nerve conduction block (ENCB) to a nerve in the region through the at least one electrode contact; and blocking neural activity with the ENCB to reduce the pain or other unwanted sensation in the subject."
Histone acetyltransferase activators and uses thereof,"The invention provides for a method for screening compounds that bind to and modulate a histone acetyltransferase protein. The invention further provides methods for treating neurodegenerative disorders, conditions associated with accumulated amyloid-beta peptide deposits, Tau protein levels, and/or accumulations of alpha-synuclein as well as cancer by administering a HAT-activating compound to a subject."
Targeted replacement of endogenous T cell receptors,"Provided herein are methods and compositions for editing the genome of a human T cell. In some embodiments, a heterologous T cell receptor (TCR)-β chain and a heterologous TCR-α chain are inserted into exon 1 of a TCR subunit constant gene in the genome of the T cell."
Triazole bisphosphonate geranylgeranyl diphosphate synthase inhibitors,"Disclosed herein are inhibitors of the GGDPS enzyme, and methods for their use in treating or preventing diseases, such as multiple myeloma. The inhibitors described herein can include compounds of Formula (I) and pharmaceutically acceptable salts thereof: wherein the substituents are described."
Dynamic optical tomographic imaging devices methods and systems,"The disclosed subject matter includes optical tomographic systems for acquiring and displaying dynamic data representing changes in a target tissue sample to external provocation. For example, the disclosed devices, methods and systems may be used for quantifying dynamic vascular changes caused by imposed blood pressure changes for diagnosing peripheral artery disease."
Intelligent apparatus for guidance and data capture during physical repositioning of a patient on a sleep platform,"A system for guiding and evaluating physical positioning, orientation and motion of the human body, comprising: a cloud computing-based subsystem including an artificial neural network and spatial position analyzer said cloud computing-based subsystem adapted for data storage, management and analysis; at least one motion sensing device wearable on the human body, said at least one motion sensing device adapted to detect changes in at least one of spatial position, orientation, and rate of motion; a mobile subsystem running an application program (app) that controls said at least one motion sensing device, said mobile subsystem adapted to capture activity data quantifying said changes in at least one of spatial position, orientation, and rate of motion, said mobile subsystem further adapted to transfer said activity data to said cloud computing-based subsystem, wherein said cloud computing-based subsystem processes, stores, and analyzes said activity data."
System and method for automatic thoracic organ segmentation from CT using a deep learning framework,The present disclosure relates to a method and apparatus for automatic thoracic organ segmentation. The method includes: receiving three-dimensional (3D) images obtained by a computed tomography (CT) system; processing the 3D images to have the same spatial resolution and matrix size; building a two-stage deep learning framework using convolutional neural networks (CNNs) for organ segmentation; adapting the deep learning framework to be compatible with incomplete training data; improving the CNNs upon arrival of new training data; post-processing the output from the deep learning framework to obtain final organ segmentation.
Ultrasound speckle reduction and image reconstruction using deep learning techniques,"Ultrasound B-mode images are reconstructed directly from transducer channel signals using a convolutional neural network (CNN). The CNN is trained with a dataset including, as inputs, simulated transducer array channel signals containing simulated speckle and, as outputs, corresponding simulated speckle-free B-mode ground truth images. After training, measured real-time RF signals taken directly from an ultrasound transducer array elements prior to summation are input to the CNN and processed by the CNN to generate as output an estimated real-time B-mode image with reduced speckle."
Method and system for increasing radiation sensitivity in semiconductor detectors,"Measuring in a first semiconductor crystal two anode channels and two cathode channels and measuring in a second semiconductor crystal one anode channel and one cathode channel; responsive to an energy of a sum of the two anode channels being within an energy window and an energy of the one anode channel being within the energy window: separating the two anode channels and the two cathode channels into combinations of anode-cathode channel pairs; for each of the anode-cathode channel pairs, determining a respective direction difference angle, each respective direction difference angle being determined via use of the one anode channel and one cathode channel; determining a determined one of the direction difference angles that has a smallest value; and setting as an initial interaction position of a photon a selected one of the anode-cathode channel pairs that corresponds to the determined direction difference angle. Additional embodiments are disclosed."
Multi-focus optical-resolution photoacoustic microscopy with ultrasonic array detection,"A probe for use with an imaging system, including a scanning device configured to receive a first light beam from a light source, a beam-divider configured to split the first light beam into a plurality of second light beams, and a focusing device configured to focus each of the second light beams on respective locations in an object of interest is disclosed."
Full interrogation of nuclease DSBs and sequencing (FIND-seq),"Sensitive, unbiased methods for genome-wide detection of potential off-target nuclease cleavage sites in DNA, e.g., in cell type-specific genomic DNA samples."
Compositions for treating inflammation and uses thereof,"Provided herein are, inter alia, microbial compositions and methods of using the same. The microbial compositions provided include, inter alia, therapeutically effective amounts of Lactobacillus johnsonii, Faecalibacterium prausnitzii, Akkermansia muciniphila, Myxococcus xanthus and Pediococcus pentosaceus and are particularly useful for methods of treating and preventing inflammatory diseases."
Methods of identifying risk of vascular endothelial growth factor (VEGF) pathway inhibitor-induced hypertension,The disclosure relates to methods of identifying subjects at risk of developing bevacizumab-induced toxicities such as proteinuria and/or hypertension involving measuring nucleic acid or gene mutations in a sample obtained from the subject.
Microbial engineering for the production of chemical and pharmaceutical products from the isoprenoid pathway,"The invention relates to the production of one or more terpenoids through microbial engineering, and relates to the manufacture of products comprising terpenoids."
Polypeptide assemblies and methods for the production thereof,"The application discloses multimeric assemblies including multiple oligomeric substructures, where each oligomeric substructure includes multiple proteins that self-interact around at least one axis of rotational symmetry, where each protein includes one or more polypeptide-polypeptide interface (“O interface”); and one or more polypeptide domain that is capable of effecting membrane scission and release of an enveloped multimeric assembly from a cell by recruiting the ESCRT machinery to the site of budding by binding to one or more proteins in the eukaryotic ESCRT complex (“L domain”); and where the multimeric assembly includes one or more subunits comprising one or more polypeptide domain that is capable of interacting with a lipid bilayer (“M domain”), as well as membrane-enveloped versions of the multimeric assemblies."
CAS9-CAS9 fusion proteins,"The present invention provides a Cas9 platform to facilitate single-site nuclease gene editing precision within a human genome. For example, a Cas9 nuclease/DNA-targeting unit (Cas9-DTU) fusion protein precisely delivers a Cas9/sgRNA complex to a specific target site within the genome for subsequent sgRNA-dependent cleavage of an adjacent target sequence. Alternatively, attenuating Cas9 binding using mutations to the a protospacer adjacent motif (PAM) recognition domain makes Cas9 target site recognition dependent on the associated DTU, all while retaining Cas9's sgRNA-mediated DNA cleavage fidelity. Cas9-DTU fusion proteins have improved target site binding precision, greater nuclease activity, and a broader sequence targeting range than standard Cas9 systems. Existing Cas9 or sgRNA variants (e.g., truncated sgRNAs (tru-gRNAs), nickases and FokI fusions) are compatible with these improvements to further reduce off-target cleavage. A robust, broadly applicable strategy is disclosed to impart Cas9 genome-editing systems with the single-genomic-site accuracy needed for safe, effective clinical application."
Using sortases to install click chemistry handles for protein ligation,"Methods and reagents for the installation of click chemistry handles on target proteins are provided, as well as modified proteins comprising click chemistry handles. Further, chimeric proteins, for example, bi-specific antibodies, that comprise two proteins conjugated via click chemistry, as well as methods for their generation and use are disclosed herein."
Mutant islet amyloid polypeptides with improved solubility and methods for using the same,"Isolated non-naturally occurring, mutant-human islet amyloid polypeptides (IAPP) polypeptides, which are more soluble at neutral pH than the wild-type human islet amyloid polypeptide (hIAPP) protein are disclosed. These polypeptides can be formulated or co-formulated at physiological pH, which enable the polypeptides to be delivered to a subject in a single injection with an insulin agent. Methods and pharmacological compositions for treating an abnormal condition, such as an amyloid-based disease or type-1 diabetes in a subject are also disclosed."
RNA preparations comprising purified modified RNA for reprogramming cells,"The present invention provides compositions and methods for reprogramming somatic cells using purified RNA preparations comprising single-strand mRNA encoding an iPS cell induction factor. The purified RNA preparations are preferably substantially free of RNA contaminant molecules that: i) would activate an immune response in the somatic cells, ii) would decrease expression of the single-stranded mRNA in the somatic cells, and/or iii) active RNA sensors in the somatic cells. In certain embodiments, the purified RNA preparations are substantially free of partial mRNAs, double-stranded RNAs, un-capped RNA molecules, and/or single-stranded run-on mRNAs."
"Cyphomycin, compositions and uses thereof","Cyphomycin, an isolated compound of Formula I or IA is provided. A compound isolated from insect Streptomyces and having a chemical formula of C77H122O26 is also provided. Compositions including Cyphomycin, such as pharmaceutical compositions including effective amounts of Cyphomycin for treating fungal infections such as Candida and Aspergillus, including drug-resistant strains thereof, are also disclosed. Methods of treating fungal infections with Cyphomycin and compositions thereof are disclosed."
"Compositions for expanding regulatory T cells (Treg) populations, and treating and ameliorating autoimmune diseases and conditions","In alternative embodiments, provided are compositions, including e.g., isolated, synthetic or recombinant peptides or polypeptides, for: expanding regulatory T cells (Treg) populations; or, for treating, ameliorating, preventing or reversing a vascular inflammation, and Kawasaki disease (KD) or a pediatric acute vasculitis of the coronary arteries, including vascular coronary abnormalities and the same or similar types of acute or chronic vascular inflammatory abnormalities, and methods for making and using them. In one embodiment, provided are immunotherapies for promoting expansion of natural, regulatory T cells to establish, or re-establish, vascular homeostasis; or, for treating, reversing, preventing or ameliorating: a disease or condition associated with an autoimmune disease or condition; an immune-mediated vascular disorder; a disease or condition that is currently treated with intravenous immunoglobulin (WIG) therapy; a vascular coronary abnormality; an acute or a chronic vasculitis; an autoimmune inflammatory vasculitis; a T cell mediated pediatric vasculitis; Kawasaki disease (KD) or a pediatric acute vasculitis of the coronary arteries; atherosclerosis; rheumatoid arthritis or Juvenile Idiopathic Arthritis; an autoimmune disease or condition; or, a neoplastic hematological disorder such as a lymphoma (e.g., a T cell lymphoma) or a leukemia."
