title,abstract
POLYNUCLEOTIDES ENCODING JAGGED1 FOR THE TREATMENT OF ALAGILLE SYNDROME,"The invention relates to mRNA therapy for the treatment of Alagille syndrome (ALGS), mRNAs for use in the invention, when administered in vivo, encode JAGGED 1 (JAG 1), isoforms thereof functional fragments thereof, and fusion proteins comprising JAG1, mRNAs of the invention are preferably encapsulated in lipid nanoparticles (LNPs) to effect efficient delivery to cells and/or tissues in subjects, when administered thereto. mRNA therapies of the invention increase and/or restore deficient levels of JAG1 expression and/or activity in subjects. mRNA therapies of the invention further decrease levels of toxic metabolites associated with deficient JAG1 activity in subjects."
Compositions and methods for delivery of agents,"This disclosure provides improved lipid-based compositions, including lipid nanoparticle compositions, and methods of use thereof for delivering agents in vivo including nucleic acids and proteins. These compositions are not subject to accelerated blood clearance and they have an improved toxicity profile in vivo."
Sexually transmitted disease vaccines,"The disclosure relates to sexually transmitted disease ribonucleic acid vaccines and combination vaccines, as well as methods of using the vaccines and compositions comprising the vaccines."
In vivo production of proteins,"The invention relates to compositions including polynucleotides encoding polypeptides which have been chemically modified by replacing the uridines with 1-methyl-pseudouridine to improve one or more of the stability and/or clearance in tissues, receptor uptake and/or kinetics, cellular access by the compositions, engagement with translational machinery, mRNA half-life, translation efficiency, immune evasion, protein production capacity, secretion efficiency, accessibility to circulation, protein half-life and/or modulation of a cell's status, function, and/or activity."
RNA AFFINITY PURIFICATION,"Provided herein, in some embodiments, are methods of purifying a nucleic acid preparation. The methods may comprise contacting a nucleic acid preparation comprising messenger ribonucleic acid with an RNase III enzyme that is immobilized on a solid support and binds to double-stranded RNA contaminants."
RESPIRATORY VIRUS NUCLEIC ACID VACCINES,"Provided herein, in some embodiments, are vaccines (and vaccination methods) that include a ribonucleic acid (RNA) polynucleotide encoding a human metapneumovims (hMPV) F protein and a RNA polynucleotide encoding a human parainfluenza virus 3 (hPrV3) F protein."
Polynucleotides encoding α-galactosidase A for the treatment of Fabry disease,"The invention relates to mRNA therapy for the treatment of Fabry disease. mRNAs for use in the invention, when administered in vivo, encode human the α-galactosidase A (GLA), isoforms thereof, functional fragments thereof, and fusion proteins comprising GLA. mRNAs of the invention are preferably encapsulated in lipid nanoparticles (LNPs) to effect efficient delivery to cells and/or tissues in subjects, when administered thereto. mRNA therapies of the invention increase and/or restore deficient levels of GLA expression and/or activity in subjects. mRNA therapies of the invention further decrease levels of toxic metabolites associated with deficient GLA activity in subjects, namely Gb3 and lyso-Gb3."
TERMINALLY MODIFIED RNA,The invention relates to compositions and methods for the manufacture and optimization of modified mRNA molecules via optimization of their terminal architecture.
Modified polynucleotides for the production of oncology-related proteins and peptides,"The invention relates to compositions including polynucleotides encoding polypeptides which have been chemically modified by replacing the uridines with 1-methyl-pseudouridine to improve one or more of the stability and/or clearance in tissues, receptor uptake and/or kinetics, cellular access by the compositions, engagement with translational machinery, mRNA half-life, translation efficiency, immune evasion, protein production capacity, secretion efficiency, accessibility to circulation, protein half-life and/or modulation of a cell's status, function, and/or activity."
Ion exchange purification of mRNA,"The current landscape for preparative chromatographic RNA purification uses reversed phase HPLC, but this technique presents many issues with process scale up and ion exchange for preparative purification has only been used for short RNAs. The invention provides preparative purification of RNA (e.g., mRNA) using ion (e.g., anion) exchange chromatography that allows for separation of longer RNAs up to 10,000 nucleotides in length via a scalable method. This method avoids problems with current techniques by using low pressure chromatography that is agreeable with existing equipment in cGMP commercial facilities, that uses aqueous-bases solutions as the mobile phase (rather than flammable of greater than 10 mg RNA/mL resin (e.g., using larger pore sorbents, >500 Angstroms, that display greater mRNA binding capacities), and that yields desired RNA salt forms for downstream formulation with no additional manipulation necessary (unlike ion pair reverse phase techniques)."
VARICELLA ZOSTER VIRUS (VZV) VACCINE,Aspects of the disclosure relate to nucleic acid vaccines. The vaccines include at least one RNA polynucleotides having an open reading frame encoding at least one varicella zoster virus (VZV) antigen. Methods for preparing and using such vaccines are also described.
Modified polynucleotides for the production of secreted proteins,"The invention relates to compositions and methods for the preparation, manufacture and therapeutic use of polynucleotides, primary transcripts and mmRNA molecules."
Modified polynucleotides,"The invention relates to compositions and methods for the preparation, manufacture and therapeutic use of polynucleotides, primary transcripts and mmRNA molecules."
"REDUCTION OR ELIMINATION OF IMMUNE RESPONSES TO NON-INTRAVENOUS, E.G., SUBCUTANEOUSLY ADMINISTERED THERAPEUTIC PROTEINS","This disclosure provides improved lipid-based compositions, including lipid nanoparticle compositions, and methods of use thereof for delivering nucleic acids in vivo. These compositions have reduced immune activation resulting in accelerated blood clearance and/or anti-drug antibodies and they have an improved toxicity profile and therapeutic index in vivo."
POLYNUCLEOTIDES ENCODING TETHERED INTERLEUKIN-12 (IL12) POLYPEPTIDES AND USES THEREOF,"The present disclosure relates to polynucleotides encoding tethered interleukin-12 (IL-12) polypeptides comprising an IL-12 polypeptide and a membrane domain. The present disclosure also relates to vectors comprising the polynucleotides; host cells comprising the polynucleotides or vectors, polypeptides encoded by the polynucleotides; compositions comprising the polynucleotides, vectors, host cells, or polypeptides and a delivery agent; and uses thereof, including treatment of cancer."
HERPES SIMPLEX VIRUS VACCINE,"The disclosure relates to herpes simplex virus (HSV) ribonucleic acid (RNA) vaccines, as well as methods of using the vaccines and compositions comprising the vaccines. In a preferred embodiment, the vaccine is formulated as a lipid nanoparticle comprising at least one cationic lipid."
COMBINATIONS OF MRNAS ENCODING IMMUNE MODULATING POLYPEPTIDES AND USES THEREOF,"The disclosure relates to compositions and methods for the preparation, manufacture and therapeutic use of combinations of immunomodulatory polynucleotides (e.g., mRNAs) encoding an immune response primer polypeptide (e.g., an interleukin 23 (IL-23) polypeptide or an interleukin 36γ (IL-36-gamma) polypeptide), and an immune response co-stimulatory signal polypeptide (e.g., an OX40L polypeptide)."
POLYNUCLEOTIDES ENCODING METHYLMALONYL-CoA MUTASE,"The disclosure relates to polynucleotides comprising an open reading frame of linked nucleosides encoding human methylmalonyl-CoA mutase precursor, human methylmalonyl-CoA mutase (MCM) mature form, or functional fragments thereof. In some embodiments, the disclosure includes methods of treating methylmalonic acidemia in a subject in need thereof comprising administering an mRNA encoding an MCM polypeptide."
In vivo production of proteins,"The invention relates to compositions including polynucleotides encoding polypeptides which have been chemically modified by replacing the uridines with 1-methyl-pseudouridine to improve one or more of the stability and/or clearance in tissues, receptor uptake and/or kinetics, cellular access by the compositions, engagement with translational machinery, mRNA half-life, translation efficiency, immune evasion, protein production capacity, secretion efficiency, accessibility to circulation, protein half-life and/or modulation of a cell's status, function, and/or activity."
CHIKV RNA vaccines,"Aspects of the disclosure relate to nucleic acid vaccines. The vaccines include one or more RNA polynucleotides having an open reading frame encoding one or more Chikungunya antigen(s), one or more Zika virus antigens, and one or more Dengue antigens. Methods for preparing and using such vaccines are also described."
Betacoronavirus mRNA vaccine,"The disclosure relates to respiratory virus ribonucleic acid (RNA) vaccines and combination vaccines, as well as methods of using the vaccines and compositions comprising the vaccines."
ANALYTICAL HPLC METHODS,"Aspects of the disclosure relate to liquid chromatography (e.g., HPLC) methods which enable high resolution separations of polynucleotides of various lengths, sequences, and/or base compositions in a highly tunable manner. In some embodiments, the disclosure describes liquid chromatographic methods for separating a nucleic acid (e.g., a polyadenylated nucleic acid, such as an mRNA) from a complex mixture by using multiple ion pairing agents in the same mobile phase system. Accordingly, in some embodiments methods described by the disclosure are useful for assessing the quality of pharmaceutical preparations comprising nucleic acids."
Human cytomegalovirus RNA vaccines,"The disclosure describes HCMV ribonucleic acid (RNA) vaccines, as well as methods of using the vaccines and compositions comprising the vaccines."
ZIKA VIRUS MRNA VACCINES,"Provided herein, in some embodiments, are Zika virus RNA vaccines and methods of producing an antigen-specific immune response in a subject."
LIPID NANOPARTICLES FOR DELIVERING MODIFIED RNA ENCODING A VEGF-A POLYPEPTIDE,"The disclosure relates to nanoparticles comprising a lipid component and a modified RNA encoding a VEGF-A polypeptide. Aspects of the disclosure further relate to uses of nanoparticles comprising a lipid component and a modified RNA encoding a VEGF-A polypeptide, for improving wound healing in a subject."
Modified polynucleotides for the production of secreted proteins,"A pharmaceutical composition which has a plurality of lipid nanoparticles that has a mean particle size of between 80 nm and 160 nm and contains a modified mRNA encoding a polypeptide. The lipid nanoparticles include a cationic lipid, a neutral lipid, a cholesterol, and a PEG lipid. The mRNA contains a 5′-cap, 5′-UTR, N1-methyl-pseudouridine, a 3′-UTR, and a poly-A region with at least 100 nucleotides."
HUMAN CYTOMEGALOVIRUS RNA VACCINES,"The disclosure describes HCMV ribonucleic acid (RNA) vaccines, as well as methods of using the vaccines and compositions comprising the vaccines."
Polynucleotides encoding relaxin,"The invention relates to mRNA therapy for the treatment of fibrosis and/or cardiovascular disease. mRNAs for use in the invention, when administered in vivo, encode human relaxin, isoforms thereof, functional fragments thereof, and fusion proteins comprising relaxin. mRNAs of the invention are preferably encapsulated in lipid nanoparticles (LNPs) to effect efficient delivery to cells and/or tissues in subjects, when administered thereto. mRNA therapies of the invention increase and/or restore deficient levels of relaxin expression and/or activity in subjects. mRNA therapies of the invention further decrease levels of toxic metabolites associated with deficient relaxin activity in subjects."
Engineered nucleic acids and methods of use thereof,"Provided are compositions and methods for delivering biological moieties such as modified nucleic acids into cells to kill or reduce the growth of microorganisms. Such compositions and methods include the use of modified messenger RNAs, and are useful to treat or prevent microbial infection, or to improve a subject's heath or wellbeing."
POLYNUCLEOTIDES ENCODING RELAXIN,"The invention relates to mRNA therapy for the treatment of fibrosis and/or cardiovascular disease. mRNAs for use in the invention, when administered in vivo, encode human relaxin, isoforms thereof, functional fragments thereof, and fusion proteins comprising relaxin. mRNAs of the invention are preferably encapsulated in lipid nanoparticles (LNPs) to effect efficient delivery to cells and/or tissues in subjects, when administered thereto. mRNA therapies of the invention increase and/or restore deficient levels of relaxin expression and/or activity in subjects. mRNA therapies of the invention further decrease levels of toxic metabolites associated with deficient relaxin activity in subjects."
Methods for therapeutic administration of messenger ribonucleic acid drugs,"The disclosure features methods of reducing or inhibiting an anti-drug antibody response in a subject, as well as methods of reducing or inhibiting unwanted immune cell activation in a subject to be treated with a messenger RNA (mRNA), comprising administering to the subject a mRNA, e.g., a chemically modified messenger RNA (mmRNA), encoding a polypeptide of interest, wherein the mRNA comprises at least one microRNA (miR) binding site for a miR expressed in immune cells, such as miR-126 binding site and/or miR-142 binding site, such that an anti-drug antibody response to the polypeptide or interest, or unwanted immune cell activation (e.g., B cell activation, cytokine secretion), is reduced or inhibited in the subject. The disclosure further provides therapeutic treatment regimens designed to reduce or inhibit AD A or unwanted immune cell activation (e.g., B cell activation, cytokine secretion) in a subject being treated with mRNA-based therapeutics."
Removal of DNA fragments in mRNA production process,"The present invention describes methods of removing DNA from an RNA transcript during the mRNA production process. The method embodies procedures for obtaining an in vitro transcription product, and removing any DNA from the product. The DNA can be removed by adding either free DNase or a resin containing immobilized DNase to the product, and recovering the RNA transcript. Alternatively, the DNA template used in the in vitro transcription reaction is labeled. After transcription, the product is applied to a resin that is configured to bind the label, and the RNA transcript is recovered. To detect whether any residual impurities are left in the RNA transcript product, the product is subjected to nuclease digestion and subsequently to liquid chromatography-tandem mass spectrometry analysis to quantitate any residual DNA. The present invention demonstrates efficient and effective methods of isolating an RNA transcript from an in vitro transcription product."
CHIKV RNA VACCINES,"Aspects of the disclosure relate to nucleic acid vaccines. The vaccines include one or more RNA polynucleotides having an open reading frame encoding one or more Chikungunya antigen(s), one or more Zika virus antigens, and one or more Dengue antigens. Methods for preparing and using such vaccines are also described."
HUMAN CYTOMEGALOVIRUS VACCINE,"The disclosure relates to HCMV ribonucleic acid (RNA) vaccines, as well as methods of using the vaccines and compositions comprising the vaccines."
ZIKA VIRUS MRNA VACCINES,"Aspects of the disclosure relate to nucleic acid vaccines. The vaccines include one or more RNA polynucleotides having an open reading frame encoding one or more Chikungunya antigen(s), one or more Zika virus antigens, and one or more Dengue antigens. Methods for preparing and using such vaccines are also described."
"MODIFIED RNA ENCODING VEGF-A POLYPEPTIDES, FORMULATIONS, AND USES RELATING THERETO",The disclosure relates to modified RNA molecules encoding VEGF-A polypeptides and formulations comprising the modified RNA. Aspects of the disclosure further relate to preparations and uses of formulations comprising the modified RNA in treating subjects suffering from diseases responsive to VEGF-A therapy.
Methods of using OX40 ligand encoding polynucleotides,"The disclosure relates to compositions and methods for the preparation, manufacture and therapeutic use of polynucleotide molecules comprising an mRNA encoding an OX40L polypeptide. Also provided is a method for activating T cells or increasing the number of NK cells in a subject in need thereof."
METHODS FOR HPLC ANALYSIS,"Aspects of the disclosure relate to liquid chromatography (e.g., HPLC) methods which enable high resolution separations of polynucleotides having hydrophobic portions (e.g., polyadenylated nucleic acids, such as mRNA) based upon the hydrophobic character of the molecules (e.g., polyA tail length). In some embodiments, the disclosure describes liquid chromatographic methods for separating a nucleic acid having a hydrophobic portion (e.g., a polyadenylated nucleic acid, such as an mRNA) from a complex mixture by a mobile phase system that comprises an ion pairing agent selected from Tris, inorganic cations (including e.g., Na, Li, K, ammonium, etc.), biological buffers (e.g., MOPS, HEPES, PIPES, etc.), and other charged or hydrophilic moieties, and lacks conventional ion pairing agents (e.g., Triethylammonium acetate, TEAA). Accordingly, in some embodiments methods described by the disclosure are useful for assessing the quality of pharmaceutical preparations comprising nucleic acids."
RNA FORMULATIONS,"This disclosure provides improved lipid-based compositions, including lipid nanoparticle compositions, and methods of use thereof for delivering agents in vivo including nucleic acids and proteins."
INFLUENZA VACCINE,"The invention relates to compositions and methods for the preparation, manufacture and therapeutic use ribonucleic acid vaccines comprising polynucleotide molecules encoding one or more influenza antigens, such as hemagglutinin antigens."
Nucleic acid vaccines,"The invention relates to compositions and methods for the preparation, manufacture and therapeutic use ribonucleic acid vaccines (NAVs) comprising polynucleotide molecules encoding one or more antigens."
Infectious disease vaccines,"Aspects of the disclosure relate to nucleic acid vaccines. The vaccines include one or more RNA polynucleotides having an open reading frame encoding one or more Chikungunya antigen(s), one or more Zika virus antigens, and one or more Dengue antigens. Methods for preparing and using such vaccines are also described."
Polynucleotides encoding galactose-1-phosphate uridylyltransferase for the treatment of galactosemia type 1,"The invention relates to mRNA therapy for the treatment of galactosemia type 1 (Gal-1). mRNAs for use in the invention, when administered in vivo, encode human galactose-1-phosphate uridylyltransferase (GALT), isoforms thereof, functional fragments thereof, and fusion proteins comprising GALT. mRNAs of the invention are preferably encapsulated in lipid nanoparticles (LNPs) to effect efficient delivery to cells and/or tissues in subjects, when administered thereto. mRNA therapies of the invention increase and/or restore deficient levels of GALT expression and/or activity in subjects. mRNA therapies of the invention further decrease levels of toxic metabolites associated with deficient GALT activity in subjects, namely galactose-1-phosphate (Gal-1-P)."
High purity RNA compositions and methods for preparation thereof,"The invention relates to improved RNA compositions for use in therapeutic applications. The RNA compositions are particularly suited for use in human therapeutic application (e.g., in RNA therapeutics). The RNA compositions are made by improved processes, in particular, improved in vitro-transcription (IVT) processes. The invention also relates to methods for producing and purifying RNA (e.g, therapeutic RNAs), as well as methods for using the RNA compositions and therapeutic applications thereof."
Crystal forms of amino lipids,"Provided herein are novel solid forms of each of four compounds: (1) heptadecan-9-yl 8-((2-hydroxyethyl)amino)octanoate (“Compound 1”), (2) heptadecan-9-yl 8-((2-hydroxyethyl)(6-oxo-6-(undecyloxy)hexyl)amino)octanoate (“Compound 2”), (3) heptadecan-9-yl 8-((2-hydroxyethyl)(8-(nonyloxy)-8-oxooctyl)amino)octanoate (“Compound 3”), and (6Z,9Z,28Z,31Z)-heptatriaconta-6,9,28,31-tetraen-19-yl 4-(dimethylamino)butanoate (“MC3”), and related compositions and methods."
Varicella zoster virus (VZV) vaccine,Aspects of the disclosure relate to nucleic acid vaccines. The vaccines include at least one RNA polynucleotides having an open reading frame encoding at least one varicella zoster virus (VZV) antigen. Methods for preparing and using such vaccines are also described.
RNA POLYMERASE VARIANTS,"The present disclosure provides, in some aspects, variant RNA polymerases, the use of which increases transcription efficiency while reducing the number of double-stranded RNA contaminates and run-on transcripts produced during an in vitro transcription reaction."
Compositions comprising synthetic polynucleotides encoding CRISPR related proteins and synthetic sgRNAs and methods of use,"The present invention relates to compositions comprising and methods of using synthetic polynucleotides, e.g., modified mRNA, encoding CRISPR related proteins including dCAS9 and synthetic sgRNAs targeting a gene of interest."
BROAD SPECTRUM INFLUENZA VIRUS VACCINE,"The disclosure relates to broad spectrum influenza virus ribonucleic acid (RNA) vaccines, as well as methods of using the vaccines and compositions comprising the vaccine. In a preferred embodiment, the vaccine is formulated as a lipid nanoparticle comprising at least one cationic lipid."
Zika virus mRNA vaccines,"Provided herein, in some embodiments, are Zika virus RNA vaccines and methods of producing an antigen-specific immune response in a subject."
INFLUENZA VACCINE,"The invention relates to compositions and methods for the preparation, manufacture and therapeutic use ribonucleic acid vaccines comprising polynucleotide molecules encoding one or more influenza antigens, such as hemagglutinin antigens."
Human cytomegalovirus vaccine,"The disclosure relates to HCMV ribonucleic acid (RNA) vaccines, as well as methods of using the vaccines and compositions comprising the vaccines."
Compounds and compositions for intracellular delivery of therapeutic agents,"The disclosure features novel lipids and compositions involving the same. Nanoparticle compositions include a novel lipid as well as additional lipids such as phospholipids, structural lipids, and PEG lipids. Nanoparticle compositions further including therapeutic and/or prophylactics such as RNA are useful in the delivery of therapeutic and/or prophylactics to mammalian cells or organs to, for example, regulate polypeptide, protein, or gene expression."
RNA CANCER VACCINES,"The present application is related to a method of treating a cancer by administering to a human subject multiple doses of a mRNA cancer vaccine formulated as a lipid nanoparticle wherein the cancer vaccine comprises one or more mRNAs each having one or more open reading frames encoding 3-50 peptide epitopes, and wherein each of the peptide epitopes are portions of personalized cancer antigens or portions of cancer hotspot antigens. The present application further relates to a method of treating cancer by combining anti-cancer immunotherapy with the administration of the aforementioned mRNA cancer vaccine."
CONCATEMERIC PEPTIDE EPITOPE RNAS,"The invention relates to concatemeric peptide epitope RNAs, as well as methods and compositions thereof. mRNA vaccines are also provided according to the invention, including cancer vaccines."
Chikungunya virus RNA vaccines,"The disclosure relates to tropical diseases such as viral mosquito borne illnesses and the treatment thereof. The invention includes ribonucleic acid vaccines and combination vaccines, as well as methods of using the vaccines and compositions comprising the vaccines for treating and preventing tropical disease."
FED-BATCH IN VITRO TRANSCRIPTION PROCESS,"The present disclosure provides methods of in vitro transcribing a ribonucleic acid (RNA) of interest. In some embodiments, such methods include determining consumption rates of nucleoside triphosphates (NTPs)."
ZIKA VIRUS RNA VACCINES,"Provided herein, in some embodiments, are Zika virus RNA vaccines and methods of producing an antigen-specific immune response in a subject."
Polynucleotides encoding interleukin-12 (IL12) and uses thereof,"The present disclosure relates to polynucleotides comprising an open reading frame of linked nucleosides encoding human interleukin-12 (IL12), functional fragments thereof, and fusion proteins comprising IL12. In some embodiments, the open reading frame is sequence-optimized. In particular embodiments, the disclosure provides sequence-optimized polynucleotides comprising nucleotides encoding the polypeptide sequence of human IL12, or sequences having high sequence identity with those sequence optimized polynucleotides."
Combinations of mRNAs encoding immune modulating polypeptides and uses thereof,"The disclosure relates to compositions and methods for the preparation, manufacture and therapeutic use of combinations of immunomodulatory polynucleotides (e.g., mRNAs) encoding an immune response primer polypeptide (e.g., an interleukin 23 (IL-23) polypeptide or an interleukin 36γ (IL-36-gamma) polypeptide), and an immune response co-stimulatory signal polypeptide (e.g., an OX40L polypeptide)."
RNA AFFINITY PURIFICATION,"Provided herein, in some embodiments, are methods of purifying a nucleic acid preparation. The methods may comprise contacting a nucleic acid preparation comprising messenger ribonucleic acid with an RNase III enzyme that is immobilized on a solid support and binds to double-stranded RNA contaminants."
CHIKV RNA vaccines,"Aspects of the disclosure relate to nucleic acid vaccines. The vaccines include one or more RNA polynucleotides having an open reading frame encoding one or more Chikungunya antigen(s), one or more Zika virus antigens, and one or more Dengue antigens. Methods for preparing and using such vaccines are also described."
HMPV/hPIV3 mRNA vaccine composition,"Provided herein are vaccine composition comprising a chemically-modified messenger ribonucleic acid (mRNA) encoding a hMPV fusion (F) glycoprotein and a chemically-modified mRNA encoding a hPIV3 F glycoprotein formulated in a cationic lipid nanoparticle formulation, and related method for inducing an antigen-specific immune response."
Polynucleotides containing a morpholino linker,"The disclosure provides polynucleotides encoding a polypeptide including a morpholino linker. In some embodiments, the polynucleotides of the invention have increased stability compared to wild-type polynucleotides."
CORONAVIRUS RNA VACCINES,The disclosure relates to coronavirus ribonucleic acid (RNA) vaccines as well as methods of using the vaccines and compositions comprising the vaccines.
Respiratory syncytial virus vaccine,"The disclosure describes respiratory syncytial virus (RSV) ribonucleic acid (RNA) vaccines, as well as methods of using the vaccines and compositions comprising the vaccines."
LIPID NANOPARTICLE COMPOSITIONS AND METHODS OF FORMULATING THE SAME,Provided herein are compositions and methods of reducing adduct formation.
Methods for preparing particles and related compositions,"Methods for preparing particles and related compositions are provided. In some embodiments, the particles include at least one polynucleotide (e.g., mRNA), and in certain embodiments, the particles may include at least one ionizable molecule (e.g., a lipid). A method for preparing a suspension including the particles may comprise one or more filtration steps. In some such embodiments, prior to or during filtration, one or more properties of the particles (e.g., surface charge) and/or one or more properties of the suspension (e.g., pH) may be altered. In some embodiments, altering one or more properties of the particles and/or suspension may improve yield, improve a characteristic of the resulting composition, and/or prevent or reduce certain problems, such as fouling during the filtration process."
Heterologous UTR Sequences for Enhanced mRNA Expression,"mRNAs containing an exogenous open reading frame (ORF) flanked by a 5′ untranslated region (UTR) and a 3′ UTR is provided, wherein the 5′ and 3′ UTRs are derived from a naturally abundant mRNA in a tissue. Also provided are methods for identifying the 5′ and 3′ UTRs, and methods for making and using the mRNAs."
Modified messenger RNA comprising functional RNA elements,"The present disclosure provides messenger RNAs (mRNAs) having chemical and/or structural modifications, including RNA elements and/or modified nucleotides, which provide a desired translational regulatory activity to the mRNA."
NUCLEIC ACID VACCINES,"The invention relates to compositions and methods for the preparation, manufacture and therapeutic use ribonucleic acid vaccines (NAVs) comprising polynucleotide molecules encoding one or more antigens."
Human cytomegalovirus RNA vaccines,"The disclosure describes HCMV ribonucleic acid (RNA) vaccines, as well as methods of using the vaccines and compositions comprising the vaccines."
HUMAN CYTOMEGALOVIRUS VACCINE,"The disclosure relates to HCMV ribonucleic acid (RNA) vaccines, as well as methods of using the vaccines and compositions comprising the vaccines."
Stabilized formulations of lipid nanoparticles,"The disclosure features a lipid nanoparticle (LNP) formulation comprising a plurality of LNPs and a stabilizing agent that mitigates the degradation of the LNPs or a subpopulation thereof. Lipid nanoparticles further including therapeutics and/or prophylactics such as RNA are useful in the delivery of therapeutics and/or prophylactics to mammalian cells or organs to, for example, regulate polypeptide, protein, or gene expression. Methods of manufacturing LNP formulations and screening for a stabilizing agent are also disclosed."
Broad spectrum influenza virus vaccine,"The disclosure relates to broad spectrum influenza virus ribonucleic acid (RNA) vaccines, as well as methods of using the vaccines and compositions comprising the vaccine. In a preferred embodiment, the vaccine is formulated as a lipid nanoparticle comprising at least one cationic lipid."
Methods for therapeutic administration of messenger ribonucleic acid drugs,"The disclosure features methods of reducing or inhibiting an anti-drug antibody response in a subject, as well as methods of reducing or inhibiting unwanted immune cell activation in a subject to be treated with a messenger RNA (mRNA), comprising administering to the subject a mRNA, e.g., a chemically modified messenger RNA (mmRNA), encoding a polypeptide of interest, wherein the mRNA comprises at least one microRNA (miR) binding site for a miR expressed in immune cells, such as miR-126 binding site and/or miR-142 binding site, such that an anti-drug antibody response to the polypeptide or interest, or unwanted immune cell activation (e.g., B cell activation, cytokine secretion), is reduced or inhibited in the subject. The disclosure further provides therapeutic treatment regimens designed to reduce or inhibit ADA or unwanted immune cell activation (e.g., B cell activation, cytokine secretion) in a subject being treated with mRNA-based therapeutics."
Universal donor cells,"Genetically modified cells that are compatible with multiple subjects, e.g., universal donor cells, and methods of generating said genetic modified cells are provided herein. The universal donor cells comprise at least one genetic modification within or near at least one gene that encodes a survival factor, wherein the genetic modification comprises an insertion of a polynucleotide encoding a tolerogenic factor. The universal donor cells may further comprise at least one genetic modification within or near a gene that encodes one or more MHC-I or MHC-II human leukocyte antigens or a component or a transcriptional regulator of a MHC-I or MHC-II complex, wherein said genetic modification comprises an insertion of a polynucleotide encoding a second tolerogenic factor."
Universal donor cells,"Genetically modified cells that are compatible with multiple subjects, e.g., universal donor cells, and methods of generating said genetic modified cells are provided herein. The universal donor cells comprise at least one genetic modification within or near at least one gene that encodes a survival factor, wherein the genetic modification comprises an insertion of a polynucleotide encoding a tolerogenic factor. The universal donor cells may further comprise at least one genetic modification within or near a gene that encodes one or more MHC-I or MHC-II human leukocyte antigens or a component or a transcriptional regulator of a MHC-I or MHC-II complex, wherein said genetic modification comprises an insertion of a polynucleotide encoding a second tolerogenic factor."
Polynucleotides encoding interleukin-12 (IL12) and uses thereof,"The present disclosure relates to polynucleotides comprising an open reading frame of linked nucleosides encoding human interleukin-12 (IL12), functional fragments thereof, and fusion proteins comprising IL12. In some embodiments, the open reading frame is sequence-optimized. In particular embodiments, the disclosure provides sequence-optimized polynucleotides comprising nucleotides encoding the polypeptide sequence of human IL12, or sequences having high sequence identity with those sequence optimized polynucleotides."
Compositions and methods for differentiating stem cells into NK cells,The disclosure features methods and compositions for differentiating stem cells into hematopoietic stem and progenitor cells (HSPC) and/or Natural Killer (NK) cells. The methods and compositions described herein are used to differentiate stem or progenitor cells having at least one gene-edit that is maintained in the differentiated cell. Also provided are differentiated cells produced using the methods and compositions described herein for therapeutic applications.
RENAL CELL CARCINOMA (RCC) THERAPY USING GENETICALLY ENGINEERED T CELLS TARGETING CD70,"Aspects of the present disclosure relate to compositions comprising a population of genetically engineered T cells that expresses a chimeric antigen receptor (CAR) that binds CD70, and methods of using such for the treatment of renal cell cancer (RCC)."
THERAPY FOR HEMATOPOIETIC CELL MALIGNANCIES USING GENETICALLY ENGINEERED T CELLS TARGETING CD70,"Aspects of the present disclosure relate to compositions comprising a population of genetically engineered T cells that expresses a chimeric antigen receptor (CAR) that binds CD70, and methods of using such for the treatment of T cell and B cell malignancies."
Genetically engineered t cells with regnase-1 and/or TGFBRII disruption have improved functionality and persistence,"A population of genetically engineered T cells, comprising a disrupted Reg1 gene and/or a disrupted TGFBRII gene. Such genetically engineered T cells may comprise further genetic modifications, for example, a disrupted CD70 gene. The population of genetically engineered T cells exhibit one or more of (a) improved cell growth activity; (b) enhanced persistence; and (c) reduced T cell exhaustion, (d) enhanced cytotoxicity activity, (e) resistant to inhibitory effects induced by TGF-b, and (f) resistant to inhibitory effects by fibroblasts and/or inhibitory factors secreted thereby, as compared to non-engineered T cell counterparts."
Gene-edited natural killer cells,"The present invention relates to, inter alia, an engineered cell (e.g., iPSC, IPS-derived NK, or NK cell) comprising a disrupted B2M gene and an inserted polynucleotide encoding one or more of SERPINB9, a fusion of IL15 and IL15Rα, and/or HLA-E. The engineered cell can further comprise a disrupted CIITA gene and an inserted polynucleotide encoding a CAR, wherein the CAR can be an anti-BCMA CAR or an anti-CD30 CAR. The engineered cell may further comprise a disrupted ADAM17 gene, a disrupted FAS gene, a disrupted CISH gene, and/or a disrupted REGNASE-1 gene. Methods for producing the engineered cells are also provided, and therapeutic uses of the engineered cells are also described. Guide RNA sequences targeting described target sequences are also described."
ENGINEERED CELLS WITH IMPROVED PROTECTION FROM NATURAL KILLER CELL KILLING,"Provided herein are cells engineered to have improved protection against natural killer cell killing. The cells are engineered to comprise an insertion of a polynucleotide encoding SERPINB9. Also provided herein are methods of making the engineered cells and therapeutic uses of the engineered cells. The engineered cells can also comprise at least one genetic modification within or near at least one gene that encodes one or more MHC-I or MHC-II human leukocyte antigens or component or transcriptional regulator of the MHC-I or MHC-II complex, at least one genetic modification that increases the expression of at least one polynucleotide that encodes a tolerogenic factor, and optionally at least one genetic modification that increases or decreases the expression of at least one gene that encodes a survival factor. The engineered cells can be stem cells and the engineered stem cells can be differentiated into various lineages having protection against NK cell killing."
